ID Number,Year,House,Gender,Interested,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
180,Freshman,Hurlbut,Female,Men,D,B,B,A,D,C,B,B,B,B,E,B,A,D,E,C,B,A,C,C,B,D,A,E,A,E,C,D,A,A,D
181,Junior,Eliot,Female,Men,D,B,B,B,B,B,D,A,E,E,E,C,C,C,A,B,A,D,B,B,D,B,A,B,E,A,B,E,D,E,C
182,Sophomore,Pforzheimer,Female,Women,C,E,C,E,D,E,B,B,B,A,D,E,E,C,E,E,C,B,C,B,E,D,B,B,A,C,D,D,B,A,D
183,Sophomore,Winthrop,Female,Men,D,B,B,B,D,C,D,E,B,A,C,B,B,C,A,E,D,D,C,C,D,C,A,E,C,E,E,D,A,B,D
184,Sophomore,Adams,Female,Men,C,B,B,D,E,D,E,E,B,B,E,B,C,D,D,A,B,E,C,D,B,C,A,B,A,C,B,B,C,A,B
185,Junior,Eliot,Male,Women,E,B,B,B,C,B,B,D,B,B,B,B,E,A,E,B,D,B,C,C,A,D,B,E,B,B,B,B,B,B,C
186,Sophomore,Dunster,Male,Women,D,C,D,D,B,E,B,D,E,B,E,B,C,D,A,A,A,B,D,B,D,E,E,D,C,B,B,E,C,B,C
187,Sophomore,Adams,Female,Men,A,B,B,E,D,C,B,A,B,A,D,B,E,C,A,B,D,A,D,C,A,A,A,B,A,A,B,C,B,C,C
188,Junior,Eliot,Female,Men,D,E,C,B,B,C,E,E,E,D,D,C,B,C,E,E,A,B,A,B,E,E,B,C,C,B,B,C,E,E,B
189,Junior,Pforzheimer,Female,Men,C,D,E,D,A,C,D,A,B,B,D,B,D,B,B,E,E,D,D,D,B,B,E,E,C,E,A,A,B,B,B
190,Sophomore,Quincy,Female,Men,B,E,C,D,C,A,B,B,B,D,E,B,B,C,E,B,C,A,E,B,D,D,B,B,C,A,D,B,D,B,C
191,Sophomore,Currier,Male,Women,E,D,B,D,C,B,D,D,B,B,C,B,D,A,E,D,E,B,D,B,D,A,A,B,B,D,E,A,A,B,C
193,Sophomore,Eliot,Male,Both,D,D,E,C,A,A,D,D,B,D,C,C,E,B,A,E,B,B,C,B,A,B,A,A,A,D,A,D,D,B,E
194,Sophomore,Quincy,Male,Women,D,A,A,C,A,E,D,C,C,B,A,B,B,E,C,C,E,D,D,D,E,B,D,E,E,D,D,B,C,A,C
195,Sophomore,Cabot,Male,Women,D,E,D,D,D,E,D,D,E,B,C,B,E,D,E,E,C,A,D,B,D,D,A,E,D,D,B,A,A,A,D
196,Sophomore,Winthrop,Female,Men,C,E,A,B,E,B,C,E,E,B,D,C,E,C,A,A,A,E,D,C,E,D,E,B,C,B,B,E,D,E,A
197,Sophomore,Eliot,Male,Women,C,E,B,C,E,B,D,C,C,B,A,E,A,D,E,E,D,A,D,A,D,D,E,E,B,B,C,D,D,A,D
198,Sophomore,Eliot,Male,Women,C,B,E,C,B,A,E,B,E,E,E,C,E,E,E,D,D,A,B,B,D,E,C,A,E,D,E,A,A,E,C
199,Freshman,Matthews,Male,Women,D,A,E,B,D,C,E,E,A,A,C,B,E,D,E,A,D,E,A,B,D,D,D,C,C,A,B,A,D,A,E
200,Senior,Eliot,Female,Men,A,E,C,E,A,B,A,A,B,B,E,B,C,C,A,C,E,B,B,A,D,C,A,C,C,D,C,D,E,A,A
202,Freshman,Greenough,Male,Men,D,C,A,C,E,D,E,E,A,D,A,B,D,C,D,E,D,C,E,C,C,B,C,E,E,C,D,B,B,E,A
203,Sophomore,Dunster,Male,Women,D,E,D,A,D,B,C,D,C,B,D,A,D,E,D,B,B,B,B,D,D,B,A,A,C,E,C,A,B,E,A
204,Sophomore,Kirkland,Female,Men,C,A,B,D,A,E,B,A,E,D,C,B,B,C,A,B,C,B,D,B,D,B,B,E,B,C,E,D,E,B,C
205,Sophomore,Kirkland,Male,Women,C,E,B,D,D,C,B,D,B,A,A,B,B,E,E,E,D,B,D,B,D,E,B,B,A,A,A,B,A,A,C
206,Freshman,Canaday,Female,Men,D,B,A,D,B,D,A,C,E,E,A,C,D,B,A,A,C,A,C,B,C,D,B,A,E,C,B,A,E,B,B
207,Sophomore,Currier,Male,Both,C,A,B,D,B,E,E,D,B,E,E,B,E,E,E,D,D,D,D,A,D,A,A,E,D,A,A,A,A,A,C
208,Junior,Eliot,Male,Both,C,A,E,D,E,B,E,B,E,C,A,C,E,E,E,B,D,A,D,B,E,C,C,C,E,E,A,A,E,E,D
209,Sophomore,Dunster,Female,Men,D,A,C,E,D,B,D,E,E,B,B,A,E,E,D,A,E,D,B,A,D,B,A,B,D,B,E,B,C,A,E
211,Junior,Eliot,Female,Men,C,B,E,B,B,C,A,D,E,B,C,C,D,D,D,D,E,D,C,E,D,C,A,E,C,A,A,D,A,A,D
212,Freshman,Canaday,Female,Men,A,A,B,D,B,E,A,D,E,E,C,B,C,B,E,B,D,E,C,C,D,E,C,E,A,C,B,B,B,A,D
213,Sophomore,Mather,Male,Women,E,E,E,D,E,D,C,D,C,D,A,E,E,A,E,E,E,E,A,E,D,A,D,E,C,A,D,B,C,A,D
214,Sophomore,Cabot,Female,Men,D,B,E,B,E,A,D,B,B,D,A,E,B,B,E,D,E,A,A,C,D,E,B,A,A,A,A,E,B,D,C
215,Sophomore,Currier,Male,Women,C,E,B,B,A,A,D,E,C,D,C,A,A,A,E,D,A,A,B,C,A,C,A,E,A,B,A,A,B,C,A
216,Junior,Leverett,Female,Men,C,A,C,D,E,A,A,D,B,B,D,D,E,D,E,D,B,D,B,E,D,C,E,C,C,E,C,B,C,B,D
217,Freshman,Matthews,Male,Women,D,B,E,C,D,A,B,D,B,D,E,D,D,E,E,B,E,A,E,C,D,E,D,B,C,E,B,A,D,E,D
218,Junior,Cabot,Female,Men,C,B,C,C,D,E,B,E,C,C,E,C,B,C,E,E,D,B,D,B,C,C,B,E,C,D,C,A,D,E,D
219,Sophomore,Currier,Female,Men,C,E,C,C,D,E,B,A,B,D,B,A,E,C,E,B,D,C,E,B,E,E,C,B,A,B,E,C,D,A,B
220,Junior,Lowell,Male,Men,D,B,E,A,D,A,B,C,E,E,E,C,E,A,E,D,A,A,A,B,D,E,B,E,A,E,E,B,A,B,B
221,Junior,Dunster,Male,Women,C,C,D,D,B,C,E,B,E,E,C,E,D,D,A,B,C,B,C,E,D,C,A,E,C,E,B,A,A,C,D
222,Senior,Eliot,Male,Men,D,D,C,B,D,B,D,A,A,B,A,B,E,C,C,E,D,C,C,B,D,C,C,C,C,E,B,B,B,D,C
223,Senior,Kirkland,Female,Men,C,C,C,D,B,B,B,C,B,B,E,D,D,C,C,B,D,D,C,B,A,D,E,C,C,A,A,A,E,A,C
224,Alum,None,Male,Women,C,A,E,D,D,B,B,B,B,A,B,A,B,C,E,A,D,B,C,C,A,C,E,B,B,B,B,A,A,A,D
226,Grad Student,None,Female,Men,D,A,A,A,A,D,A,B,B,A,B,B,E,E,B,B,E,A,A,E,A,A,D,A,A,E,C,A,B,B,E
227,Freshman,Canaday,Male,Women,D,E,E,B,D,B,B,B,E,D,C,B,C,E,E,E,E,C,E,D,E,D,C,A,E,E,B,B,A,C,B
228,Senior,Adams,Male,Men,A,C,B,B,A,C,A,D,C,B,B,E,C,B,C,C,E,B,D,E,C,A,A,A,E,B,C,C,B,A,A
229,Junior,Quincy,Female,Men,D,E,B,E,E,B,B,A,B,D,A,A,B,C,B,E,E,E,A,E,D,C,E,B,A,E,C,B,B,D,D
230,Senior,Lowell,Male,Women,C,A,B,B,A,D,D,D,E,A,A,A,E,E,B,B,D,D,C,E,D,C,A,E,D,A,B,C,B,B,E
231,Junior,Cabot,Male,Women,C,B,C,B,D,C,D,E,B,D,A,A,B,C,E,E,D,A,D,C,E,B,E,E,A,C,B,B,B,A,C
232,Junior,Dunster,Female,Men,C,C,A,C,D,B,E,A,B,D,D,C,D,D,A,B,B,B,C,C,E,C,A,E,A,E,A,B,D,C,E
233,Sophomore,Adams,Male,Women,D,B,A,D,A,E,A,B,C,C,B,A,E,D,D,B,E,B,D,E,D,A,D,A,A,E,B,D,B,E,C
234,Freshman,Straus,Male,Women,C,D,E,C,A,A,C,B,B,A,E,A,D,A,C,E,A,E,C,C,A,D,E,B,C,E,B,B,A,A,D
235,Senior,Adams,Male,Women,D,E,C,C,C,B,E,C,C,D,B,B,D,B,C,E,E,B,B,D,D,D,E,C,C,B,B,C,E,B,B
236,Freshman,Holworthy,Female,Men,D,A,A,B,E,C,E,A,B,B,C,B,B,E,D,B,D,A,E,B,C,E,E,A,A,E,E,D,D,B,B
237,Junior,Lowell,Female,Men,C,A,D,D,D,A,D,E,E,A,C,B,A,C,B,C,C,A,C,C,E,D,A,E,A,A,A,D,A,A,B
238,Junior,Adams,Female,Men,C,A,C,D,A,B,A,C,A,A,C,C,B,C,B,B,D,A,C,B,D,D,C,B,A,C,D,D,A,D,B
239,Sophomore,Pforzheimer,Male,Women,D,B,D,E,D,D,B,E,B,D,C,A,B,B,A,B,A,D,E,D,A,C,C,A,B,A,A,E,C,C,E
240,Freshman,Stoughton,Male,Women,D,C,A,C,B,D,A,D,C,B,A,B,B,E,D,B,A,E,D,C,C,C,D,E,B,B,B,B,C,C,B
241,Junior,Lowell,Male,Women,D,C,C,C,C,D,A,B,B,E,B,E,E,E,C,E,E,D,D,D,D,C,D,E,C,D,D,D,D,C,B
242,Senior,Leverett,Female,Men,C,C,B,A,D,E,D,A,B,A,A,B,D,C,C,D,A,D,D,C,C,B,E,B,B,A,B,D,A,C,C
243,Senior,Cabot,Female,Men,D,A,A,D,D,B,A,A,E,B,A,C,D,D,B,D,E,D,D,E,D,A,E,A,C,B,A,D,A,D,A
244,Freshman,Mass Hall,Female,Men,B,E,B,D,D,E,B,A,E,B,E,C,E,B,C,A,E,A,E,C,E,D,E,E,C,A,E,E,B,A,D
245,Senior,Adams,Female,Men,C,E,D,D,C,D,A,B,B,E,A,B,A,E,D,A,A,B,D,C,D,D,A,D,B,E,A,B,B,B,C
246,Sophomore,Kirkland,Male,Women,C,C,C,E,A,D,C,D,C,A,A,B,D,D,E,D,D,B,D,E,B,C,A,E,B,B,B,A,C,B,C
247,Junior,Adams,Female,Men,C,E,B,C,E,E,B,D,B,D,D,A,B,C,A,E,E,D,E,C,B,C,E,A,A,A,D,A,B,A,D
248,Freshman,Matthews,Female,Men,D,B,E,B,D,E,E,C,E,B,D,C,D,D,E,C,E,B,C,B,A,E,C,E,D,C,C,B,D,E,D
249,Senior,Lowell,Male,Women,C,C,D,B,C,D,E,B,C,A,A,C,D,A,E,D,D,B,C,B,D,E,A,B,A,E,A,D,B,A,C
251,Sophomore,Kirkland,Female,Both,D,A,C,B,B,B,D,E,C,D,D,A,B,B,B,D,E,B,C,B,A,E,D,A,A,E,E,A,B,B,B
252,Senior,Kirkland,Female,Men,E,E,B,E,E,E,A,B,D,D,D,B,D,D,C,C,A,E,B,A,B,E,A,D,E,A,D,C,E,B,E
253,Freshman,Pennypacker,Male,Women,C,A,D,A,D,D,A,E,D,E,C,A,E,A,B,B,D,D,D,E,A,B,A,E,D,C,E,A,E,C,B
254,Sophomore,Leverett,Female,Men,C,D,B,D,D,C,D,B,E,A,E,A,B,B,B,E,E,A,C,C,D,E,B,B,C,D,A,A,B,A,B
255,Junior,Pforzheimer,Male,Women,C,D,B,D,B,A,C,B,B,D,B,B,E,A,E,B,B,B,D,D,D,E,D,E,B,A,E,B,D,B,A
256,Freshman,Matthews,Female,Men,E,E,A,B,D,C,D,C,E,D,D,C,D,C,E,E,A,D,C,D,A,E,A,E,A,A,E,B,B,B,B
257,Junior,Pforzheimer,Male,Men,C,E,D,B,D,A,A,B,E,B,E,B,D,E,B,A,B,C,A,E,D,E,E,B,A,A,B,D,C,C,D
258,Sophomore,Winthrop,Male,Women,D,B,D,E,A,C,B,B,B,B,E,C,B,A,B,E,D,E,C,A,C,B,D,A,B,D,D,E,B,B,A
259,Sophomore,Adams,Male,Women,D,B,C,E,C,D,B,B,B,B,C,C,C,A,D,A,A,D,E,D,E,B,E,A,E,A,B,A,D,B,B
260,Junior,Lowell,Female,Men,C,B,B,D,E,B,D,B,B,C,B,A,A,E,D,D,E,D,E,B,A,B,D,A,E,C,D,A,A,A,A
261,Freshman,Weld,Female,Men,C,B,E,C,B,D,E,D,B,A,E,E,D,C,B,D,E,B,B,B,D,C,B,C,C,A,C,A,B,A,C
262,Junior,Eliot,Male,Women,B,D,D,D,E,B,D,E,B,D,E,E,A,B,B,A,B,C,B,D,C,A,E,C,B,C,B,A,A,E,C
263,Junior,Winthrop,Male,Women,D,B,A,E,D,C,E,B,E,A,C,C,D,C,D,D,A,A,C,E,A,A,C,A,B,A,A,D,E,B,C
264,Junior,Pforzheimer,Female,Men,C,C,D,B,A,E,D,B,B,B,E,A,D,C,A,B,E,B,E,E,D,D,A,E,A,C,D,C,C,D,A
265,Freshman,Weld,Female,Men,C,B,E,C,D,E,E,E,D,E,B,B,B,A,E,E,C,D,E,D,E,A,E,D,D,E,B,C,B,D,B
267,Junior,Adams,Female,Men,C,B,C,D,D,E,D,A,B,C,E,C,B,E,C,C,C,A,C,B,D,C,D,B,D,B,C,B,D,A,C
268,Junior,Dunster,Female,Men,C,B,E,D,E,A,D,D,B,D,A,B,E,E,A,B,D,C,E,A,E,B,C,E,A,D,B,A,D,E,B
270,Freshman,Grays,Male,Women,C,C,B,E,E,A,B,D,B,B,A,B,D,D,D,D,B,A,D,E,B,E,E,C,C,B,E,D,E,E,B
271,Sophomore,Winthrop,Female,Men,B,A,B,E,E,A,D,B,C,C,B,C,C,B,E,D,A,C,C,D,E,D,D,A,B,B,B,A,B,B,C
273,Senior,Currier,Female,Men,D,D,B,B,B,A,D,B,C,C,D,E,A,D,A,C,D,D,C,D,B,B,E,D,D,A,A,C,E,D,C
275,Sophomore,Winthrop,Female,Men,C,D,E,C,A,E,C,E,D,A,C,B,C,D,E,D,B,B,C,E,A,E,E,A,E,A,C,C,B,C,B
276,Senior,Adams,Female,Men,C,E,E,D,D,C,B,D,B,D,A,A,B,D,D,B,D,D,C,C,A,C,E,C,B,E,B,D,C,A,C
277,Sophomore,Cabot,Female,Men,C,C,E,B,D,B,A,C,D,B,A,B,E,A,E,E,D,B,A,D,E,E,E,D,C,E,E,B,B,B,D
278,Freshman,Greenough,Female,Men,D,A,B,B,A,B,A,A,B,C,B,B,D,E,E,B,E,B,C,B,D,D,E,E,B,D,C,A,B,A,D
279,Freshman,Stoughton,Male,Women,C,B,A,D,E,A,B,B,E,B,E,A,E,A,E,C,B,A,E,B,B,C,E,A,D,E,C,B,D,A,B
280,Freshman,Greenough,Male,Women,D,C,D,D,B,A,D,D,E,A,A,E,D,C,D,A,D,A,C,E,A,D,E,B,C,E,C,E,D,B,D
281,Sophomore,Quincy,Female,Men,C,B,C,D,D,A,C,D,B,A,E,B,A,C,D,B,A,D,B,C,C,D,B,B,A,B,A,C,B,A,A
282,Freshman,Lionel,Male,Women,D,D,E,E,E,A,D,D,E,B,E,B,D,E,E,E,A,A,E,B,B,A,A,A,D,A,D,A,B,C,E
283,Sophomore,Quincy,Female,Men,E,E,B,A,A,A,E,A,D,B,E,B,D,B,B,A,D,D,C,B,B,A,A,B,E,C,C,C,A,B,D
284,Sophomore,Lowell,Female,Men,D,B,C,D,A,C,E,A,B,B,A,A,D,E,D,E,E,A,C,C,E,E,B,D,A,C,B,E,A,D,E
287,Sophomore,Kirkland,Male,Women,C,C,C,E,A,A,B,B,B,A,E,B,D,D,B,A,E,A,C,B,C,A,D,C,C,A,D,A,C,A,D
288,Freshman,Straus,Female,Men,E,D,A,C,B,B,A,D,A,B,C,B,B,C,E,C,A,D,C,C,A,C,E,A,C,B,A,B,A,E,D
289,Sophomore,Winthrop,Female,Men,C,B,B,A,E,C,B,A,B,A,E,C,B,C,D,E,B,B,A,C,B,A,C,B,B,D,D,B,D,A,C
290,Junior,Winthrop,Female,Men,D,E,C,B,B,B,A,B,C,D,B,B,E,C,B,B,E,A,B,E,D,E,D,B,C,A,A,A,A,B,C
291,Freshman,Canaday,Male,Women,C,C,A,C,E,A,C,B,C,D,B,B,E,A,D,E,C,A,C,B,D,E,D,E,A,D,A,B,D,A,C
292,Freshman,Thayer,Male,Women,B,E,A,D,E,B,D,D,C,A,E,B,A,A,A,E,D,A,C,E,B,D,C,E,E,A,B,A,D,A,C
293,Freshman,Canaday,Female,Men,D,D,E,E,A,B,B,B,C,C,E,E,E,A,A,C,A,B,D,E,D,D,A,B,C,B,A,A,A,A,C
294,Sophomore,Winthrop,Male,Women,C,D,A,B,C,B,C,B,C,A,B,D,E,A,D,A,C,A,A,B,A,A,A,E,B,E,D,D,A,B,B
295,Senior,Kirkland,Female,Men,C,A,B,D,E,B,D,D,B,B,A,A,D,D,A,B,A,C,D,E,A,A,E,D,A,C,E,B,D,D,B
296,Junior,Leverett,Female,Men,D,E,B,D,E,A,B,A,E,C,C,A,E,A,E,E,D,C,E,C,E,E,E,B,A,E,E,B,D,A,A
297,Junior,Pforzheimer,Female,Men,E,B,D,D,A,C,E,A,B,D,C,C,D,C,B,B,D,E,C,E,D,E,C,A,A,A,A,E,C,C,C
298,Senior,Kirkland,Female,Men,B,E,C,E,E,E,B,E,D,D,B,B,B,C,E,E,B,D,C,B,D,E,C,B,D,E,A,D,A,C,B
299,Freshman,Weld,Female,Men,C,B,B,E,B,D,A,C,E,D,A,A,B,B,A,E,D,A,D,B,D,E,A,B,D,B,B,B,E,B,B
300,Sophomore,Winthrop,Female,Both,C,E,C,D,B,D,E,A,A,A,B,C,B,C,E,A,D,A,C,E,B,B,C,B,B,A,C,A,E,A,A
302,Freshman,Greenough,Male,Both,D,B,D,B,D,B,D,A,E,C,E,B,D,C,A,D,A,A,E,B,D,E,B,E,A,C,A,B,E,B,D
304,Sophomore,Kirkland,Female,Men,E,B,C,B,C,A,B,B,B,D,A,A,D,B,D,B,A,A,C,E,A,D,A,A,A,C,B,B,D,E,C
305,Freshman,Greenough,Female,Men,C,B,A,E,B,A,B,B,B,B,C,D,A,C,D,B,B,B,D,B,A,D,E,A,B,E,A,B,D,A,D
306,Senior,Pforzheimer,Male,Men,C,E,B,D,B,E,E,E,B,A,A,B,B,E,E,E,D,E,E,C,D,B,C,B,A,B,D,B,B,B,B
307,Junior,Cabot,Male,Women,C,B,A,D,E,B,D,E,B,A,C,E,E,D,C,D,D,B,C,D,A,E,A,A,C,D,B,D,A,B,C
308,Junior,Kirkland,Female,Men,D,A,E,D,D,C,B,A,B,B,C,A,E,C,A,D,D,D,E,B,A,E,B,A,E,A,A,A,D,B,C
310,Junior,Kirkland,Female,Men,C,A,E,B,B,B,D,D,B,A,C,A,D,C,B,D,B,B,A,B,B,A,B,E,D,B,D,E,B,A,D
311,Sophomore,Kirkland,Male,Men,D,B,B,A,E,E,A,D,C,B,D,B,A,C,A,E,A,D,D,C,C,C,A,C,C,A,A,C,A,B,A
312,Junior,Quincy,Female,Men,C,B,B,D,B,B,B,D,B,A,D,B,B,C,D,D,B,D,C,C,E,C,B,E,C,E,A,B,B,B,B
313,Junior,Currier,Female,Men,C,B,B,D,D,D,A,B,B,A,D,B,B,C,E,D,B,D,E,B,D,D,E,E,A,A,A,D,D,B,D
314,Freshman,Weld,Male,Women,C,E,A,E,D,D,B,E,E,B,A,E,C,C,D,A,E,A,A,C,D,E,D,A,E,E,B,B,D,B,C
315,Freshman,Straus,Female,Men,D,C,B,D,E,A,B,E,B,A,E,C,D,C,E,D,D,A,C,B,C,A,E,E,A,C,C,D,D,A,B
316,Junior,Winthrop,Female,Men,D,C,A,D,E,B,B,D,B,A,C,B,C,B,A,D,C,A,A,E,B,C,E,C,A,C,B,B,B,A,B
317,Sophomore,Dunster,Female,Men,C,B,B,D,B,A,B,D,B,B,E,A,D,C,B,C,D,A,C,E,B,C,C,A,B,D,B,C,C,C,C
318,Senior,Pforzheimer,Male,Women,B,C,E,E,A,D,D,E,E,A,B,D,B,A,B,B,B,E,D,D,E,A,E,D,B,C,B,D,E,B,E
319,Senior,Leverett,Female,Men,D,E,B,A,A,E,B,B,B,B,C,A,D,C,E,D,B,C,C,E,E,D,E,E,D,E,B,B,A,A,D
320,Sophomore,Currier,Female,Women,E,B,E,B,C,C,D,A,C,A,C,E,E,D,B,D,A,D,C,B,D,D,A,E,D,A,A,B,D,E,B
321,Junior,Cabot,Female,Men,E,E,B,D,E,B,E,B,E,B,B,D,C,B,C,E,E,D,B,C,B,E,B,C,A,E,D,B,B,A,E
322,Senior,Adams,Female,Men,D,B,B,D,A,C,E,D,B,B,A,C,D,D,B,E,E,C,C,A,A,D,D,B,C,C,D,A,C,E,C
323,Sophomore,Currier,Female,Men,D,A,E,A,D,B,D,C,B,A,C,B,A,C,C,B,B,E,C,E,A,E,E,A,A,C,B,C,B,E,B
326,Sophomore,Adams,Female,Men,B,A,B,D,D,B,A,C,A,D,C,A,E,E,E,B,D,E,A,C,D,E,B,B,D,A,E,D,E,A,C
327,Senior,Currier,Female,Men,C,D,A,A,C,C,A,B,B,D,E,E,A,E,E,B,B,A,C,B,D,A,D,A,B,E,A,D,A,A,D
328,Junior,Pforzheimer,Female,Men,C,B,B,A,C,D,D,C,B,B,C,A,B,D,D,D,E,D,C,E,A,A,C,A,A,B,A,A,A,B,E
329,Sophomore,Pforzheimer,Female,Both,C,B,B,D,E,B,B,B,B,D,C,A,A,C,B,E,D,A,E,C,D,B,B,B,D,A,E,A,B,A,D
330,Junior,Cabot,Female,Men,D,A,D,D,E,B,E,B,B,A,A,B,C,D,C,B,D,A,C,D,B,E,D,A,C,B,B,C,B,D,D
331,Freshman,Hollis,Female,Both,E,B,E,C,C,B,A,C,B,D,C,C,E,C,E,B,E,A,D,D,B,C,C,B,A,A,A,B,A,A,A
332,Junior,Winthrop,Female,Men,D,D,D,D,D,B,D,B,B,A,B,D,C,B,C,D,D,A,B,B,A,E,E,C,E,E,B,C,B,A,A
333,Junior,Mather,Male,Both,D,A,A,B,D,D,B,A,E,A,C,C,D,E,D,D,D,B,C,C,E,C,A,B,A,E,C,A,A,A,B
334,Senior,Adams,Female,Men,D,C,D,A,D,D,D,A,B,B,D,B,C,C,B,E,B,D,D,E,C,E,E,D,A,A,E,D,D,B,B
335,Freshman,Weld,Female,Men,C,C,E,D,B,A,A,B,B,A,C,D,C,D,B,B,A,A,C,B,C,E,E,A,E,C,B,E,B,B,E
336,Junior,Mather,Female,Men,C,B,D,A,D,C,A,B,B,A,E,B,B,C,E,E,C,D,A,E,D,B,E,B,C,B,C,D,B,B,A
337,Freshman,Wigglesworth,Male,Women,D,E,D,E,C,D,D,B,A,C,D,A,D,E,E,C,D,A,C,D,D,A,C,A,A,C,B,A,A,D,E
338,Sophomore,Pforzheimer,Male,Women,D,C,A,E,B,B,D,B,C,C,B,E,D,E,B,E,E,A,B,B,B,E,D,C,A,A,A,D,A,A,A
339,Senior,Quincy,Female,Men,C,D,B,B,D,D,C,A,B,A,A,E,D,C,B,E,D,A,C,B,D,E,E,B,B,E,E,B,C,A,D
340,Freshman,Mower,Male,Women,C,E,A,D,D,C,D,E,B,B,C,C,B,D,E,D,D,D,D,C,A,B,A,D,A,C,C,D,D,A,C
341,Freshman,Wigglesworth,Male,Women,D,B,E,B,A,B,B,A,C,D,C,E,D,B,A,D,D,C,A,B,D,E,A,C,C,B,C,B,B,B,D
342,Senior,Quincy,Male,Men,D,C,B,E,A,D,B,B,C,E,E,B,D,E,E,D,B,E,C,D,D,D,D,C,A,E,B,D,C,B,C
344,Senior,Eliot,Female,Both,D,A,B,B,E,B,E,E,E,A,B,C,E,B,B,D,D,B,E,D,A,D,C,A,A,D,A,D,B,C,B
345,Senior,Currier,Female,Men,D,B,D,B,A,E,B,D,B,B,A,B,B,E,D,E,B,B,C,C,A,C,E,D,A,E,A,D,C,A,C
346,Junior,Winthrop,Female,Men,D,B,E,A,E,D,E,B,B,E,C,B,A,C,B,E,E,B,A,C,A,C,B,E,C,A,A,D,D,D,C
347,Freshman,Canaday,Female,Men,C,B,A,C,A,B,E,A,B,A,C,A,E,C,D,B,B,A,D,B,D,C,A,D,C,A,A,B,D,B,B
348,Senior,Winthrop,Female,Men,C,A,C,B,E,B,E,E,B,D,A,A,B,C,B,E,E,B,B,C,E,E,A,B,C,A,B,B,C,A,C
349,Junior,Leverett,Male,Women,C,E,C,E,E,B,D,B,B,A,C,E,C,B,C,D,B,C,B,E,C,C,B,D,A,B,B,B,C,C,B
350,Sophomore,Mather,Female,Men,C,A,E,D,C,A,A,C,A,E,E,E,C,E,E,E,B,D,D,A,E,D,A,D,B,C,B,B,E,E,B
352,Sophomore,Currier,Male,Women,D,C,E,E,E,B,D,D,D,D,B,E,C,D,E,E,A,A,E,E,B,C,E,E,B,A,B,B,D,B,D
353,Sophomore,Mather,Female,Men,C,C,B,D,B,A,B,A,E,E,D,C,E,E,E,C,E,B,A,E,D,B,A,A,C,E,E,A,E,B,B
354,Sophomore,Leverett,Female,Both,D,D,D,B,B,D,D,B,D,B,C,D,E,B,B,E,A,D,B,B,E,E,A,A,E,A,D,A,A,B,E
355,Sophomore,Kirkland,Male,Both,D,D,C,B,A,C,E,E,B,A,B,B,E,E,E,E,A,A,C,B,D,C,E,B,B,E,D,A,E,C,D
356,Senior,Lowell,Female,Men,C,D,D,B,E,B,E,E,B,E,C,B,A,D,C,D,B,B,D,B,C,E,C,A,E,D,A,C,A,E,D
357,Sophomore,Adams,Male,Women,D,D,B,E,D,A,D,D,B,C,B,D,C,E,D,B,D,D,B,A,D,A,C,A,E,E,D,C,B,C,A
358,Sophomore,Dunster,Female,Men,C,B,E,A,D,A,E,B,B,E,E,B,D,C,D,B,A,E,A,E,D,C,C,E,A,B,A,D,E,A,C
359,Junior,Currier,Female,Men,D,E,B,D,A,E,D,B,B,D,B,A,D,E,D,B,C,B,C,B,D,D,A,E,C,A,E,A,A,B,B
360,Junior,Lowell,Female,Men,E,B,D,E,B,A,D,D,B,C,B,B,A,E,C,A,A,A,E,D,D,A,B,A,C,E,D,A,A,D,C
361,Senior,Quincy,Male,Men,C,A,B,A,D,B,B,A,E,E,C,C,B,C,E,E,D,B,D,C,D,D,E,B,A,A,A,B,A,A,D
362,Sophomore,Dunster,Female,Men,E,E,D,E,A,B,A,C,B,D,D,E,D,C,E,A,B,B,D,E,E,E,B,B,D,B,E,D,B,B,A
363,Junior,Quincy,Male,Women,C,C,D,D,A,E,B,C,E,E,E,B,A,A,B,E,E,E,D,E,B,A,E,D,B,C,B,E,D,A,D
364,Junior,Lowell,Female,Men,D,C,E,B,A,B,A,E,B,E,B,B,D,C,B,E,D,B,E,B,D,B,D,B,C,D,E,B,B,B,D
365,Senior,Pforzheimer,Female,Men,C,B,D,D,D,D,A,A,B,A,C,C,A,E,D,A,B,A,D,E,D,C,A,B,C,C,A,D,B,D,B
366,Freshman,Canaday,Male,Women,D,B,A,A,E,D,D,A,A,D,B,E,D,C,C,E,D,A,C,D,B,C,D,C,E,E,D,A,C,E,E
367,Senior,Adams,Female,Men,B,C,D,B,D,A,B,A,D,C,A,E,D,E,B,A,D,C,B,B,E,D,A,B,E,D,D,B,D,A,B
368,Sophomore,Cabot,Male,Women,C,E,C,C,B,B,D,C,B,B,A,C,B,E,E,D,B,D,E,B,C,D,A,A,E,E,B,D,E,E,B
369,Junior,Quincy,Female,Men,C,A,D,E,A,C,D,A,E,D,A,B,D,E,D,D,D,D,D,C,D,C,B,E,A,C,D,B,A,B,D
370,Sophomore,Adams,Female,Men,D,C,D,E,D,B,C,C,C,B,C,D,C,E,D,E,D,D,D,B,E,D,B,D,D,A,A,B,D,B,B
